plastid;plastname;skvid;skvname
2044;ЕТ77/7-5;791352;87757
2044;ЕТ77/7-5;791232;8710
2044;ЕТ77/7-5;791230;25274Р
2044;ЕТ77/7-5;791112;91783В
2133;ЯТ9;790744;59398
2044;ЕТ77/7-5;791030;48988В
2044;ЕТ77/7-5;791028;11346
2044;ЕТ77/7-5;790742;65805
2052;ЕТ75/7-5;789232;10623К
2052;ЕТ75/7-5;789032;55404Б
2052;ЕТ75/7-5;788912;76985
2044;ЕТ77/7-5;789632;29043Б
2044;ЕТ77/7-5;789592;33275Р
2044;ЕТ77/7-5;789232;10623К
2044;ЕТ77/7-5;789032;55404Б
2044;ЕТ77/7-5;788912;76985
2044;ЕТ77/7-5;789512;45181В
2044;ЕТ77/7-5;789352;97871
2044;ЕТ77/7-5;789312;28042
2133;ЯТ9;787072;46043
2133;ЯТ9;786272;45541В
2133;ЯТ9;786232;32633
2044;ЕТ77/7-5;786032;17956В
2044;ЕТ77/7-5;786030;62369
2044;ЕТ77/7-5;785912;89749В
2044;ЕТ77/7-5;785910;29937К
2044;ЕТ77/7-5;785832;56092
2044;ЕТ77/7-5;785792;59604
2044;ЕТ77/7-5;785672;73300
2044;ЕТ77/7-5;785592;59894
2139;ЕТ77;785590;8765
2139;ЕТ77;785392;56246
2139;ЕТ77;783870;74949
2139;ЕТ77;783868;33357К
2139;ЕТ77;783750;31743Б
2139;ЕТ77;783712;42641
2139;ЕТ77;783672;35453Р
2139;ЕТ77;783632;5188
2139;ЕТ77;783552;51048Б
2139;ЕТ77;783112;92228
2139;ЕТ77;783110;16016
1757;РЛ;783472;2835Б
2044;ЕТ77/7-5;785510;82248
2044;ЕТ77/7-5;785432;39292
2044;ЕТ77/7-5;785350;79961
2044;ЕТ77/7-5;785192;55497К
2044;ЕТ77/7-5;785190;94862Р
2044;ЕТ77/7-5;785152;92121
2044;ЕТ77/7-5;785150;69862
2044;ЕТ77/7-5;785072;21409
2044;ЕТ77/7-5;784992;6493
2044;ЕТ77/7-5;784952;38640К
2044;ЕТ77/7-5;784950;60027
2044;ЕТ77/7-5;784788;5170
2044;ЕТ77/7-5;784786;51293Р
2044;ЕТ77/7-5;784712;59254
2044;ЕТ77/7-5;784710;80970
2044;ЕТ77/7-5;784592;70244
2044;ЕТ77/7-5;784552;2418
2044;ЕТ77/7-5;784472;16294
2044;ЕТ77/7-5;784232;65194
2176;ЯТ5;783550;99603Б
2176;ЯТ5;783390;35563
2176;ЯТ5;783310;28040
2176;ЯТ5;783152;4040
2176;ЯТ5;783032;46880
2176;ЯТ5;783030;88430
2176;ЯТ5;782912;68135
2176;ЯТ5;782872;65926В
1757;РЛ;783072;5510Р
2044;ЕТ77/7-5;782512;39362
2044;ЕТ77/7-5;782510;41925К
2044;ЕТ77/7-5;782472;80374
2044;ЕТ77/7-5;782392;92416
2044;ЕТ77/7-5;782272;79074Б
2044;ЕТ77/7-5;782232;61221К
2044;ЕТ77/7-5;782192;74321
2133;ЯТ9;781952;2166
2133;ЯТ9;781632;46389К
2139;ЕТ77;781872;25978
2139;ЕТ77;781870;24283В
2139;ЕТ77;781792;97667
2139;ЕТ77;781752;76723
2139;ЕТ77;781590;94860Б
2139;ЕТ77;781588;77763К
2139;ЕТ77;781512;33424
2139;ЕТ77;781392;14188
2139;ЕТ77;781312;5575
1757;РЛ;781672;40432
2133;ЯТ9;781712;94095Б
2133;ЯТ9;781510;5783
2133;ЯТ9;781432;65987
2133;ЯТ9;781352;43855
2133;ЯТ9;781232;19896
2133;ЯТ9;777752;24104Р
2133;ЯТ9;777750;38922
